# Frame Contacts
30000 16
30010 24
30020 23
30030 27
30040 23
30050 24
30060 14
30070 30
30080 26
30090 22
30100 22
30110 28
30120 33
30130 36
30140 18
30150 22
30160 21
30170 21
30180 24
30190 27
30200 23
30210 16
30220 16
30230 24
30240 28
30250 10
30260 18
30270 20
30280 17
30290 20
30300 19
30310 12
30320 18
30330 3
30340 24
30350 5
30360 5
30370 21
30380 7
30390 12
30400 20
30410 12
30420 13
30430 7
30440 9
30450 14
30460 9
30470 10
30480 10
30490 4
30500 9
30510 4
30520 6
30530 1
30540 5
30550 3
30560 0
30570 2
30580 3
30590 1
30600 0
30610 0
30620 4
30630 1
30640 4
30650 0
30660 0
30670 3
30680 1
30690 4
30700 5
30710 1
30720 6
30730 4
30740 4
30750 6
30760 4
30770 1
30780 4
30790 8
30800 10
30810 18
30820 8
30830 5
30840 13
30850 8
30860 8
30870 18
30880 13
30890 25
30900 29
30910 22
30920 28
30930 25
30940 17
30950 28
30960 25
30970 27
30980 24
30990 31
31000 32
31010 24
31020 33
31030 31
31040 26
31050 30
31060 26
31070 35
31080 39
31090 29
31100 29
31110 26
31120 34
31130 22
31140 18
31150 26
31160 13
31170 31
31180 11
31190 21
31200 28
31210 23
31220 11
31230 11
31240 14
31250 27
31260 19
31270 25
31280 28
31290 22
31300 37
31310 31
31320 25
31330 37
31340 27
31350 27
31360 12
31370 32
31380 18
31390 23
31400 25
31410 25
31420 30
31430 23
31440 32
31450 13
31460 21
31470 19
31480 17
31490 29
31500 16
31510 11
31520 1
31530 29
31540 26
31550 21
31560 13
31570 8
31580 14
31590 22
31600 19
31610 20
31620 15
31630 14
31640 14
31650 12
31660 15
31670 17
31680 9
31690 7
31700 14
31710 21
31720 8
31730 14
31740 22
31750 15
31760 6
31770 17
31780 15
31790 6
31800 18
31810 15
31820 16
31830 11
31840 15
31850 15
31860 12
31870 23
31880 11
31890 4
31900 26
31910 4
31920 30
31930 23
31940 26
31950 16
31960 17
31970 30
31980 22
31990 17
32000 31
32010 15
32020 30
32030 35
32040 12
32050 25
32060 34
32070 19
32080 14
32090 10
32100 13
32110 20
32120 10
32130 29
32140 20
32150 26
32160 18
32170 14
32180 19
32190 4
32200 17
32210 21
32220 10
32230 8
32240 25
32250 16
32260 27
32270 26
32280 29
32290 16
32300 28
32310 25
32320 17
32330 29
32340 25
32350 8
32360 35
32370 17
32380 26
32390 12
32400 28
32410 10
32420 18
32430 14
32440 7
32450 25
32460 18
32470 23
32480 28
32490 22
32500 17
32510 11
32520 24
32530 31
32540 17
32550 28
32560 17
32570 19
32580 29
32590 6
32600 2
32610 24
32620 15
32630 20
32640 28
32650 12
32660 22
32670 39
32680 32
32690 13
32700 29
32710 19
32720 20
32730 35
32740 28
32750 28
32760 12
32770 22
32780 32
32790 22
32800 23
32810 11
32820 31
32830 9
32840 8
32850 13
32860 19
32870 20
32880 23
32890 28
32900 16
32910 25
32920 22
32930 17
32940 30
32950 30
32960 36
32970 42
32980 38
32990 26
33000 39
33010 32
33020 28
33030 28
33040 42
33050 22
33060 22
33070 22
33080 17
33090 22
33100 12
33110 23
33120 28
33130 15
33140 20
33150 20
33160 16
33170 21
33180 35
33190 41
33200 39
33210 23
33220 20
33230 22
33240 23
33250 21
33260 20
33270 21
33280 15
33290 14
33300 21
33310 25
33320 25
33330 19
33340 31
33350 36
33360 39
33370 34
33380 44
33390 41
33400 37
33410 41
33420 34
33430 46
33440 34
33450 17
33460 42
33470 35
33480 46
33490 25
33500 27
33510 35
33520 26
33530 44
33540 43
33550 40
33560 31
33570 30
33580 23
33590 30
33600 33
33610 28
33620 39
33630 40
33640 35
33650 34
33660 31
33670 20
33680 30
33690 27
33700 41
33710 31
33720 36
33730 21
33740 33
33750 14
33760 37
33770 33
33780 35
33790 41
33800 25
33810 42
33820 34
33830 35
33840 28
33850 34
33860 24
33870 33
33880 41
33890 38
33900 31
33910 29
33920 38
33930 21
33940 40
33950 36
33960 20
33970 37
33980 11
33990 21
34000 24
34010 23
34020 13
34030 17
34040 37
34050 40
34060 27
34070 33
34080 26
34090 43
34100 17
34110 30
34120 37
34130 31
34140 39
34150 40
34160 41
34170 20
34180 20
34190 33
34200 42
34210 38
34220 20
34230 24
34240 40
34250 32
34260 31
34270 22
34280 38
34290 33
34300 37
34310 37
34320 37
34330 31
34340 33
34350 32
34360 40
34370 38
34380 31
34390 35
34400 37
34410 16
34420 20
34430 21
34440 25
34450 23
34460 19
34470 39
34480 37
34490 30
34500 45
34510 28
34520 40
34530 35
34540 39
34550 40
34560 44
34570 23
34580 35
34590 38
34600 36
34610 38
34620 46
34630 31
34640 40
34650 37
34660 30
34670 35
34680 32
34690 45
34700 22
34710 28
34720 25
34730 46
34740 27
34750 19
34760 12
34770 28
34780 28
34790 40
34800 34
34810 21
34820 27
34830 26
34840 34
34850 26
34860 26
34870 33
34880 25
34890 34
34900 34
34910 37
34920 23
34930 32
34940 38
34950 34
34960 35
34970 36
34980 23
34990 43
35000 28
35010 43
35020 38
35030 24
35040 24
35050 25
35060 36
35070 24
35080 24
35090 26
35100 45
35110 39
35120 46
35130 37
35140 44
35150 40
35160 43
35170 45
35180 40
35190 41
35200 25
35210 38
35220 28
35230 28
35240 36
35250 34
35260 37
35270 32
35280 36
35290 37
35300 29
35310 31
35320 30
35330 27
35340 31
35350 36
35360 24
35370 25
35380 28
35390 26
35400 39
35410 23
35420 36
35430 29
35440 27
35450 28
35460 29
35470 29
35480 48
35490 38
35500 36
35510 18
35520 19
35530 5
35540 18
35550 10
35560 26
35570 15
35580 22
35590 31
35600 33
35610 31
35620 28
35630 39
35640 24
35650 28
35660 29
35670 32
35680 33
35690 34
35700 36
35710 33
35720 34
35730 32
35740 29
35750 29
35760 34
35770 33
35780 40
35790 34
35800 19
35810 30
35820 28
35830 36
35840 32
35850 35
35860 35
35870 36
35880 26
35890 37
35900 31
35910 30
35920 20
35930 36
35940 35
35950 44
35960 30
35970 36
35980 35
35990 37
36000 26
36010 35
36020 32
36030 42
36040 27
