# #DNA 97-101,194-198
# #Frame H2A H2B H3 H4 (contacts)
0 0 27 0 64
1 0 30 0 61
2 0 35 0 85
3 0 27 0 67
4 0 20 0 81
5 0 25 0 85
6 0 23 0 100
7 0 31 0 83
8 0 14 0 93
9 0 21 0 83
10 0 35 0 94
11 0 42 0 56
12 0 41 0 34
13 0 29 0 43
14 0 31 0 51
15 0 34 0 63
16 0 40 0 21
17 0 40 0 36
18 0 43 0 54
19 0 57 0 70
20 0 40 0 50
21 0 39 0 65
22 0 53 0 74
23 0 61 0 88
24 0 31 0 85
25 0 34 0 99
26 0 25 0 96
27 0 45 0 74
28 0 26 0 71
29 0 38 0 73
30 0 36 0 81
31 0 42 0 94
32 0 39 0 135
33 0 29 0 128
34 0 33 0 100
35 0 25 0 112
36 0 38 0 121
37 0 40 0 124
38 0 36 0 119
39 0 31 0 105
40 0 20 0 124
41 0 29 0 122
42 0 16 0 118
43 0 16 0 135
44 0 14 0 91
45 0 34 0 109
46 0 32 0 147
47 0 24 0 125
48 0 16 0 139
49 0 36 0 111
50 0 39 0 124
51 0 9 0 122
52 0 26 0 126
53 0 22 0 88
54 0 25 0 120
55 0 22 0 103
56 0 10 0 115
57 0 22 0 125
58 0 10 0 86
59 0 8 0 107
60 0 6 0 108
61 0 10 0 101
62 0 6 0 102
63 0 9 0 152
64 0 6 0 129
65 0 41 0 95
66 0 53 0 128
67 0 28 0 104
68 0 46 0 88
69 0 51 0 88
70 0 45 0 81
71 0 33 0 103
72 0 34 0 93
73 0 30 0 119
74 0 42 0 100
75 0 59 0 98
76 0 43 0 130
77 0 29 0 91
78 0 40 0 92
79 0 31 0 115
80 0 51 0 120
81 0 49 0 102
82 0 40 0 109
83 0 45 0 85
84 0 49 0 50
85 0 50 0 93
86 0 52 0 69
87 0 22 0 56
88 0 43 0 77
89 0 51 0 81
90 0 38 0 65
91 0 35 0 74
92 0 44 0 58
93 0 34 0 73
94 0 46 0 79
95 0 40 0 91
96 0 34 0 91
97 0 36 0 56
98 0 40 0 61
99 0 37 0 73
100 0 37 0 61
101 0 38 0 78
102 0 37 0 57
103 0 24 0 49
104 0 25 0 43
105 0 9 0 97
106 0 16 0 100
107 0 5 0 86
108 0 8 0 85
109 0 13 0 81
110 0 19 0 67
111 0 17 0 65
112 0 10 0 73
113 0 1 0 77
114 0 14 0 80
115 0 4 0 65
116 0 1 0 63
117 0 3 0 62
118 0 2 0 61
119 0 0 0 54
